GO:0042787	121	protein ubiquitination involved in ubiquitin-dependent protein catabolic process
GO:0000086	120	G2/M transition of mitotic cell cycle
GO:0050900	120	leukocyte migration
GO:0070588	120	calcium ion transmembrane transport
GO:0071222	120	cellular response to lipopolysaccharide
GO:0038095	119	Fc-epsilon receptor signaling pathway
GO:0051056	119	regulation of small GTPase mediated signal transduction
GO:0006814	118	sodium ion transport
GO:0030308	118	negative regulation of cell growth
GO:0045471	118	response to ethanol
GO:0050821	118	protein stabilization
GO:0030168	115	platelet activation
GO:0098779	115	mitophagy in response to mitochondrial depolarization
GO:0006461	114	protein complex assembly
GO:0007169	114	transmembrane receptor protein tyrosine kinase signaling pathway
GO:0010951	113	negative regulation of endopeptidase activity
GO:1901796	113	regulation of signal transduction by p53 class mediator
GO:0006417	112	regulation of translation
GO:0001822	110	kidney development
GO:0007010	110	cytoskeleton organization
GO:0009615	110	response to virus
GO:0010033	110	response to organic substance
GO:0018105	110	peptidyl-serine phosphorylation
GO:0071805	110	potassium ion transmembrane transport
GO:0007156	109	homophilic cell adhesion via plasma membrane adhesion molecules
GO:0042384	109	cilium assembly
GO:0016337	108	single organismal cell-cell adhesion
GO:0033209	108	tumor necrosis factor-mediated signaling pathway
GO:0006869	107	lipid transport
GO:0007409	107	axonogenesis
GO:0031175	107	neuron projection development
GO:0090263	107	positive regulation of canonical Wnt signaling pathway
GO:0007219	106	Notch signaling pathway
GO:0008202	106	steroid metabolic process
GO:0010466	106	negative regulation of peptidase activity
GO:0000187	105	activation of MAPK activity
GO:0001649	105	osteoblast differentiation
GO:0000184	104	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
GO:0045766	104	positive regulation of angiogenesis
GO:0001764	102	neuron migration
GO:0051091	102	positive regulation of sequence-specific DNA binding transcription factor activity
GO:0042593	101	glucose homeostasis
GO:0050911	101	detection of chemical stimulus involved in sensory perception of smell
GO:0002230	100	positive regulation of defense response to virus by host
GO:0006874	100	cellular calcium ion homeostasis
GO:0006936	100	muscle contraction
GO:0048015	100	phosphatidylinositol-mediated signaling
GO:0000082	99	G1/S transition of mitotic cell cycle
GO:0002576	99	platelet degranulation
GO:0006887	98	exocytosis
GO:0016925	98	protein sumoylation
GO:0001503	97	ossification
GO:0008584	97	male gonad development
GO:0009636	97	response to toxic substance
GO:0030324	97	lung development
GO:0002223	96	stimulatory C-type lectin receptor signaling pathway
GO:0007565	96	female pregnancy
GO:0071456	96	cellular response to hypoxia
GO:0006952	95	defense response
GO:0009653	95	anatomical structure morphogenesis
GO:0006464	94	cellular protein modification process
GO:0009952	94	anterior/posterior pattern specification
GO:0010976	94	positive regulation of neuron projection development
GO:0019083	94	viral transcription
GO:0001889	93	liver development
GO:0007517	93	muscle organ development
GO:0016042	93	lipid catabolic process
GO:0035335	93	peptidyl-tyrosine dephosphorylation
GO:0042060	93	wound healing
GO:0007584	92	response to nutrient
GO:0044267	92	cellular protein metabolic process
GO:0071356	92	cellular response to tumor necrosis factor
GO:0090305	92	nucleic acid phosphodiester bond hydrolysis
GO:0007218	91	neuropeptide signaling pathway
GO:0051384	91	response to glucocorticoid
GO:0006396	90	RNA processing
GO:0007623	90	circadian rhythm
GO:0008544	90	epidermis development
GO:0019886	90	antigen processing and presentation of exogenous peptide antigen via MHC class II
GO:0030336	90	negative regulation of cell migration
GO:0006469	89	negative regulation of protein kinase activity
GO:0007160	89	cell-matrix adhesion
GO:0007179	89	transforming growth factor beta receptor signaling pathway
GO:0050731	88	positive regulation of peptidyl-tyrosine phosphorylation
GO:1902476	88	chloride transmembrane transport
GO:0007062	87	sister chromatid cohesion
GO:0043488	87	regulation of mRNA stability
GO:0046854	87	phosphatidylinositol phosphorylation
GO:0006310	86	DNA recombination
GO:0031047	86	gene silencing by RNA
GO:0043410	86	positive regulation of MAPK cascade
GO:0060071	86	Wnt signaling pathway, planar cell polarity pathway
GO:0006821	85	chloride transport
GO:0006919	85	activation of cysteine-type endopeptidase activity involved in apoptotic process
GO:0008203	85	cholesterol metabolic process
GO:0048013	84	ephrin receptor signaling pathway
GO:0006614	83	SRP-dependent cotranslational protein targeting to membrane
GO:0006928	83	movement of cell or subcellular component
GO:0032869	83	cellular response to insulin stimulus
GO:0060070	83	canonical Wnt signaling pathway
GO:0006406	82	mRNA export from nucleus
GO:0007626	82	locomotory behavior
GO:0098792	82	xenophagy
GO:0007229	81	integrin-mediated signaling pathway
GO:0042391	81	regulation of membrane potential
GO:0051028	81	mRNA transport
GO:0071407	81	cellular response to organic cyclic compound
GO:0051897	79	positive regulation of protein kinase B signaling
GO:0043085	78	positive regulation of catalytic activity
GO:0045666	78	positive regulation of neuron differentiation
GO:0050728	78	negative regulation of inflammatory response
GO:0060333	78	interferon-gamma-mediated signaling pathway
GO:0071260	78	cellular response to mechanical stimulus
GO:0008543	77	fibroblast growth factor receptor signaling pathway
GO:0014066	77	regulation of phosphatidylinositol 3-kinase signaling
GO:0030307	77	positive regulation of cell growth
GO:0046718	77	viral entry into host cell
GO:0001558	76	regulation of cell growth
GO:0038096	76	Fc-gamma receptor signaling pathway involved in phagocytosis
GO:0007059	75	chromosome segregation
GO:0009749	75	response to glucose
GO:0035264	75	multicellular organism growth
GO:0043627	75	response to estrogen
GO:0007018	74	microtubule-based movement
GO:0009611	74	response to wounding
GO:0009791	74	post-embryonic development
GO:0022617	74	extracellular matrix disassembly
GO:0030097	74	hemopoiesis
GO:0030334	74	regulation of cell migration
GO:0030855	74	epithelial cell differentiation
GO:0031295	74	T cell costimulation
GO:0034976	74	response to endoplasmic reticulum stress
GO:0035725	74	sodium ion transmembrane transport
GO:0030509	73	BMP signaling pathway
GO:0035023	73	regulation of Rho protein signal transduction
GO:0050729	73	positive regulation of inflammatory response
GO:0060021	73	palate development
GO:0001843	72	neural tube closure
GO:0006338	72	chromatin remodeling
GO:0008286	72	insulin receptor signaling pathway
GO:0043086	72	negative regulation of catalytic activity
GO:0048010	72	vascular endothelial growth factor receptor signaling pathway
GO:0051216	72	cartilage development
GO:0071347	72	cellular response to interleukin-1
GO:0008217	71	regulation of blood pressure
GO:0015992	71	proton transport
GO:0032868	71	response to insulin
GO:0098655	71	cation transmembrane transport
GO:1903955	71	positive regulation of protein targeting to mitochondrion
GO:0007015	70	actin filament organization
GO:0040008	70	regulation of growth
GO:0006812	69	cation transport
GO:0006890	69	retrograde vesicle-mediated transport, Golgi to ER
GO:0009612	69	response to mechanical stimulus
GO:0009725	69	response to hormone
GO:0030900	69	forebrain development
GO:0042254	69	ribosome biogenesis
GO:0043154	69	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process
GO:0050790	69	regulation of catalytic activity
GO:0051321	69	meiotic cell cycle
GO:0060337	69	type I interferon signaling pathway
GO:0006805	68	xenobiotic metabolic process
GO:0007005	68	mitochondrion organization
GO:0007265	68	Ras protein signal transduction
GO:0045444	68	fat cell differentiation
GO:0070098	68	chemokine-mediated signaling pathway
GO:0097190	68	apoptotic signaling pathway
GO:0001938	67	positive regulation of endothelial cell proliferation
GO:0006283	67	transcription-coupled nucleotide-excision repair
GO:0031145	67	anaphase-promoting complex-dependent catabolic process
GO:0033138	67	positive regulation of peptidyl-serine phosphorylation
GO:0034097	67	response to cytokine
GO:0043087	67	regulation of GTPase activity
GO:0060041	67	retina development in camera-type eye
GO:0000724	66	double-strand break repair via homologous recombination
GO:0006006	66	glucose metabolic process
GO:0007368	66	determination of left/right symmetry
GO:0031100	66	organ regeneration
GO:0051437	66	positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition
GO:0000226	65	microtubule cytoskeleton organization
GO:0001933	65	negative regulation of protein phosphorylation
GO:0006368	65	transcription elongation from RNA polymerase II promoter
GO:0007030	65	Golgi organization
GO:0016485	65	protein processing
GO:0019882	65	antigen processing and presentation
GO:0030183	65	B cell differentiation
GO:0035690	65	cellular response to drug
GO:0043434	65	response to peptide hormone
GO:0007613	64	memory
GO:0016236	64	macroautophagy
GO:0031647	64	regulation of protein stability
GO:0043010	64	camera-type eye development
GO:0071300	64	cellular response to retinoic acid
GO:0002479	63	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent
GO:0008033	63	tRNA processing
GO:0030216	63	keratinocyte differentiation
GO:0031398	63	positive regulation of protein ubiquitination
GO:0032088	63	negative regulation of NF-kappaB transcription factor activity
GO:0043433	63	negative regulation of sequence-specific DNA binding transcription factor activity
GO:0045165	63	cell fate commitment
GO:0050796	63	regulation of insulin secretion
GO:0007286	62	spermatid development
GO:0016525	62	negative regulation of angiogenesis
GO:0021987	62	cerebral cortex development
GO:0030574	62	collagen catabolic process
GO:0030593	62	neutrophil chemotaxis
GO:0051436	62	negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle
GO:1900034	62	regulation of cellular response to heat
GO:0000902	61	cell morphogenesis
GO:0014068	61	positive regulation of phosphatidylinositol 3-kinase signaling
GO:0017148	61	negative regulation of translation
GO:0035019	61	somatic stem cell population maintenance
GO:0042102	61	positive regulation of T cell proliferation
GO:0046330	61	positive regulation of JNK cascade
GO:0050679	61	positive regulation of epithelial cell proliferation
GO:0050727	61	regulation of inflammatory response
GO:0050830	61	defense response to Gram-positive bacterium
GO:0051291	61	protein heterooligomerization
GO:0007224	60	smoothened signaling pathway
GO:0019233	60	sensory perception of pain
GO:0090630	60	activation of GTPase activity
GO:0006302	59	double-strand break repair
GO:0006334	59	nucleosome assembly
GO:0006694	59	steroid biosynthetic process
GO:0006950	59	response to stress
GO:0007612	59	learning
GO:0008104	59	protein localization
GO:0032436	59	positive regulation of proteasomal ubiquitin-dependent protein catabolic process
GO:0038061	59	NIK/NF-kappaB signaling
GO:0042472	59	inner ear morphogenesis
GO:0045454	59	cell redox homeostasis
GO:0045665	59	negative regulation of neuron differentiation
GO:0048661	59	positive regulation of smooth muscle cell proliferation
GO:0001523	58	retinoid metabolic process
GO:0006633	58	fatty acid biosynthetic process
GO:0021766	58	hippocampus development
GO:0030512	58	negative regulation of transforming growth factor beta receptor signaling pathway
GO:0031667	58	response to nutrient levels
GO:0042632	58	cholesterol homeostasis
GO:0045669	58	positive regulation of osteoblast differentiation
GO:0045732	58	positive regulation of protein catabolic process
GO:0051259	58	protein oligomerization
GO:0051289	58	protein homotetramerization
GO:0060548	58	negative regulation of cell death
GO:0070301	58	cellular response to hydrogen peroxide
GO:0071363	58	cellular response to growth factor stimulus
GO:0098869	58	cellular oxidant detoxification
GO:0006977	57	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest
GO:0009967	57	positive regulation of signal transduction
GO:0009968	57	negative regulation of signal transduction
GO:0042542	57	response to hydrogen peroxide
GO:0043401	57	steroid hormone mediated signaling pathway
GO:0051592	57	response to calcium ion
GO:0006369	56	termination of RNA polymerase II transcription
GO:0006986	56	response to unfolded protein
GO:0007249	56	I-kappaB kinase/NF-kappaB signaling
GO:0016579	56	protein deubiquitination
GO:0042475	56	odontogenesis of dentin-containing tooth
GO:0050680	56	negative regulation of epithelial cell proliferation
GO:0051591	56	response to cAMP
GO:0060271	56	cilium morphogenesis
GO:0060395	56	SMAD protein signal transduction
GO:0006661	55	phosphatidylinositol biosynthetic process
GO:0006959	55	humoral immune response
GO:0006968	55	cellular defense response
GO:0007586	55	digestion
GO:0010212	55	response to ionizing radiation
GO:0032092	55	positive regulation of protein binding
GO:0034599	55	cellular response to oxidative stress
GO:0043406	55	positive regulation of MAP kinase activity
GO:0071333	55	cellular response to glucose stimulus
GO:0001570	54	vasculogenesis
GO:0006139	54	nucleobase-containing compound metabolic process
GO:0007173	54	epidermal growth factor receptor signaling pathway
GO:0007389	54	pattern specification process
GO:0007599	54	hemostasis
GO:0016266	54	O-glycan processing
GO:0032922	54	circadian regulation of gene expression
GO:0032981	54	mitochondrial respiratory chain complex I assembly
GO:0042733	54	embryonic digit morphogenesis
GO:0045860	54	positive regulation of protein kinase activity
GO:0048208	54	COPII vesicle coating
GO:0051965	54	positive regulation of synapse assembly
GO:0072659	54	protein localization to plasma membrane
GO:1902600	54	hydrogen ion transmembrane transport
GO:0001568	53	blood vessel development
GO:0001947	53	heart looping
GO:0007338	53	single fertilization
GO:0007416	53	synapse assembly
GO:0016049	53	cell growth
GO:0022008	53	neurogenesis
GO:0030326	53	embryonic limb morphogenesis
GO:0042795	53	snRNA transcription from RNA polymerase II promoter
GO:0048812	53	neuron projection morphogenesis
GO:0008344	52	adult locomotory behavior
GO:0030178	52	negative regulation of Wnt signaling pathway
GO:0045727	52	positive regulation of translation
GO:0048146	52	positive regulation of fibroblast proliferation
GO:0071346	52	cellular response to interferon-gamma
GO:0006091	51	generation of precursor metabolites and energy
GO:0009408	51	response to heat
GO:0014823	51	response to activity
GO:0016197	51	endosomal transport
GO:0036498	51	IRE1-mediated unfolded protein response
GO:0045785	51	positive regulation of cell adhesion
GO:1903779	51	regulation of cardiac conduction
GO:0006749	50	glutathione metabolic process
GO:0007200	50	phospholipase C-activating G-protein coupled receptor signaling pathway
GO:0048704	50	embryonic skeletal system morphogenesis
GO:0071320	50	cellular response to cAMP
GO:0071560	50	cellular response to transforming growth factor beta stimulus
GO:0002244	49	hematopoietic progenitor cell differentiation
GO:0003007	49	heart morphogenesis
GO:0006644	49	phospholipid metabolic process
GO:0007254	49	JNK cascade
GO:0007269	49	neurotransmitter secretion
GO:0008630	49	intrinsic apoptotic signaling pathway in response to DNA damage
GO:0008654	49	phospholipid biosynthetic process
GO:0019827	49	stem cell population maintenance
GO:0021549	49	cerebellum development
GO:0032091	49	negative regulation of protein binding
GO:0032880	49	regulation of protein localization
GO:0048468	49	cell development
GO:0060348	49	bone development
GO:0001541	48	ovarian follicle development
GO:0006909	48	phagocytosis
GO:0010862	48	positive regulation of pathway-restricted SMAD protein phosphorylation
GO:0031124	48	mRNA 3'-end processing
GO:0031532	48	actin cytoskeleton reorganization
GO:0032870	48	cellular response to hormone stimulus
GO:0035176	48	social behavior
GO:0036092	48	phosphatidylinositol-3-phosphate biosynthetic process
GO:0042110	48	T cell activation
GO:0042752	48	regulation of circadian rhythm
GO:0048666	48	neuron development
GO:0070373	48	negative regulation of ERK1 and ERK2 cascade
GO:0000186	47	activation of MAPKK activity
GO:0006303	47	double-strand break repair via nonhomologous end joining
GO:0009411	47	response to UV
GO:0010467	47	gene expression
GO:0019722	47	calcium-mediated signaling
GO:0032755	47	positive regulation of interleukin-6 production
GO:0034613	47	cellular protein localization
GO:0043588	47	skin development
GO:0048839	47	inner ear development
GO:0060048	47	cardiac muscle contraction
GO:0060326	47	cell chemotaxis
GO:0071230	47	cellular response to amino acid stimulus
GO:0000910	46	cytokinesis
GO:0007519	46	skeletal muscle tissue development
GO:0016575	46	histone deacetylation
GO:0023014	46	signal transduction by protein phosphorylation
GO:0030433	46	ER-associated ubiquitin-dependent protein catabolic process
GO:0032481	46	positive regulation of type I interferon production
GO:0032526	46	response to retinoic acid
GO:0032760	46	positive regulation of tumor necrosis factor production
GO:0035094	46	response to nicotine
GO:0042552	46	myelination
GO:0051781	46	positive regulation of cell division
GO:0001756	45	somitogenesis
GO:0007187	45	G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger
GO:0007189	45	adenylate cyclase-activating G-protein coupled receptor signaling pathway
GO:0007611	45	learning or memory
GO:0009267	45	cellular response to starvation
GO:0030819	45	positive regulation of cAMP biosynthetic process
GO:0030968	45	endoplasmic reticulum unfolded protein response
GO:0032570	45	response to progesterone
GO:0032729	45	positive regulation of interferon-gamma production
GO:0042147	45	retrograde transport, endosome to Golgi
GO:0043408	45	regulation of MAPK cascade
GO:0048538	45	thymus development
GO:0071277	45	cellular response to calcium ion
GO:1901215	45	negative regulation of neuron death
GO:0001755	44	neural crest cell migration
GO:0006521	44	regulation of cellular amino acid metabolic process
GO:0006836	44	neurotransmitter transport
GO:0006865	44	amino acid transport
GO:0006879	44	cellular iron ion homeostasis
GO:0006906	44	vesicle fusion
GO:0007157	44	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules
GO:0007193	44	adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway
GO:0010595	44	positive regulation of endothelial cell migration
GO:0010942	44	positive regulation of cell death
GO:0043525	44	positive regulation of neuron apoptotic process
GO:0043647	44	inositol phosphate metabolic process
GO:0045597	44	positive regulation of cell differentiation
GO:0051603	44	proteolysis involved in cellular protein catabolic process
GO:0061337	44	cardiac conduction
GO:0001657	43	ureteric bud development
GO:0003151	43	outflow tract morphogenesis
GO:0006094	43	gluconeogenesis
GO:0006405	43	RNA export from nucleus
GO:0007154	43	cell communication
GO:0010506	43	regulation of autophagy
GO:0030155	43	regulation of cell adhesion
GO:0032147	43	activation of protein kinase activity
GO:0035914	43	skeletal muscle cell differentiation
GO:0048565	43	digestive tract development
GO:0050853	43	B cell receptor signaling pathway
GO:0070125	43	mitochondrial translational elongation
GO:0070126	43	mitochondrial translational termination
GO:0070936	43	protein K48-linked ubiquitination
GO:0090502	43	RNA phosphodiester bond hydrolysis, endonucleolytic
GO:0001658	42	branching involved in ureteric bud morphogenesis
GO:0001932	42	regulation of protein phosphorylation
GO:0006120	42	mitochondrial electron transport, NADH to ubiquinone
GO:0006418	42	tRNA aminoacylation for protein translation
GO:0006958	42	complement activation, classical pathway
GO:0008015	42	blood circulation
GO:0008542	42	visual learning
GO:0021915	42	neural tube development
GO:0030148	42	sphingolipid biosynthetic process
GO:0030163	42	protein catabolic process
GO:0032508	42	DNA duplex unwinding
GO:0032956	42	regulation of actin cytoskeleton organization
GO:0034644	42	cellular response to UV
GO:0045595	42	regulation of cell differentiation
GO:0045600	42	positive regulation of fat cell differentiation
GO:0050885	42	neuromuscular process controlling balance
GO:0097191	42	extrinsic apoptotic signaling pathway
GO:0000278	41	mitotic cell cycle
GO:0002062	41	chondrocyte differentiation
GO:0006024	41	glycosaminoglycan biosynthetic process
GO:0006520	41	cellular amino acid metabolic process
GO:0006606	41	protein import into nucleus
GO:0007595	41	lactation
GO:0007631	41	feeding behavior
GO:0008219	41	cell death
GO:0015701	41	bicarbonate transport
GO:0021762	41	substantia nigra development
GO:0030521	41	androgen receptor signaling pathway
GO:0042157	41	lipoprotein metabolic process
GO:0043280	41	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
GO:0045429	41	positive regulation of nitric oxide biosynthetic process
GO:0050829	41	defense response to Gram-negative bacterium
GO:0050890	41	cognition
GO:0051496	41	positive regulation of stress fiber assembly
GO:0051865	41	protein autoubiquitination
GO:0002548	40	monocyte chemotaxis
GO:0003333	40	amino acid transmembrane transport
GO:0006289	40	nucleotide-excision repair
GO:0006953	40	acute-phase response
GO:0007266	40	Rho protein signal transduction
GO:0010043	40	response to zinc ion
GO:0030218	40	erythrocyte differentiation
GO:0030317	40	sperm motility
GO:0030522	40	intracellular receptor signaling pathway
GO:0030838	40	positive regulation of actin filament polymerization
GO:0031623	40	receptor internalization
GO:0032024	40	positive regulation of insulin secretion
GO:0042220	40	response to cocaine
GO:0070527	40	platelet aggregation
GO:0000079	39	regulation of cyclin-dependent protein serine/threonine kinase activity
GO:0000302	39	response to reactive oxygen species
GO:0001890	39	placenta development
GO:0001942	39	hair follicle development
GO:0006687	39	glycosphingolipid metabolic process
GO:0007188	39	adenylate cyclase-modulating G-protein coupled receptor signaling pathway
GO:0010508	39	positive regulation of autophagy
GO:0010977	39	negative regulation of neuron projection development
GO:0030177	39	positive regulation of Wnt signaling pathway
GO:0030514	39	negative regulation of BMP signaling pathway
GO:0031397	39	negative regulation of protein ubiquitination
GO:0034260	39	negative regulation of GTPase activity
GO:0036297	39	interstrand cross-link repair
GO:0038083	39	peptidyl-tyrosine autophosphorylation
GO:0043966	39	histone H3 acetylation
GO:0045596	39	negative regulation of cell differentiation
GO:0045786	39	negative regulation of cell cycle
GO:0048545	39	response to steroid hormone
GO:0048705	39	skeletal system morphogenesis
GO:0060291	39	long-term synaptic potentiation
GO:0075733	39	intracellular transport of virus
GO:0001895	38	retina homeostasis
GO:0002088	38	lens development in camera-type eye
GO:0008277	38	regulation of G-protein coupled receptor protein signaling pathway
GO:0009953	38	dorsal/ventral pattern formation
GO:0021510	38	spinal cord development
GO:0034332	38	adherens junction organization
GO:0043200	38	response to amino acid
GO:0045599	38	negative regulation of fat cell differentiation
GO:0045668	38	negative regulation of osteoblast differentiation
GO:0045740	38	positive regulation of DNA replication
GO:0048706	38	embryonic skeletal system development
GO:0050714	38	positive regulation of protein secretion
GO:0051262	38	protein tetramerization
GO:0072593	38	reactive oxygen species metabolic process
GO:0090002	38	establishment of protein localization to plasma membrane
GO:1903507	38	negative regulation of nucleic acid-templated transcription
GO:0000723	37	telomere maintenance
GO:0007162	37	negative regulation of cell adhesion
GO:0007190	37	activation of adenylate cyclase activity
GO:0007588	37	excretion
GO:0009314	37	response to radiation
GO:0009790	37	embryo development
GO:0009966	37	regulation of signal transduction
GO:0010243	37	response to organonitrogen compound
GO:0010501	37	RNA secondary structure unwinding
GO:0016241	37	regulation of macroautophagy
GO:0018149	37	peptide cross-linking
GO:0030199	37	collagen fibril organization
GO:0030890	37	positive regulation of B cell proliferation
GO:0033683	37	nucleotide-excision repair, DNA incision
GO:0034446	37	substrate adhesion-dependent cell spreading
GO:0035338	37	long-chain fatty-acyl-CoA biosynthetic process
GO:0038128	37	ERBB2 signaling pathway
GO:0042517	37	positive regulation of tyrosine phosphorylation of Stat3 protein
GO:0043407	37	negative regulation of MAP kinase activity
GO:0044255	37	cellular lipid metabolic process
GO:0045184	37	establishment of protein localization
GO:0048469	37	cell maturation
GO:0048536	37	spleen development
GO:0098656	37	anion transmembrane transport
GO:0000413	36	protein peptidyl-prolyl isomerization
GO:0002474	36	antigen processing and presentation of peptide antigen via MHC class I
GO:0006296	36	nucleotide-excision repair, DNA incision, 5'-to lesion
GO:0006956	36	complement activation
GO:0007566	36	embryo implantation
GO:0008652	36	cellular amino acid biosynthetic process
GO:0015758	36	glucose transport
GO:0018107	36	peptidyl-threonine phosphorylation
GO:0019933	36	cAMP-mediated signaling
GO:0030049	36	muscle filament sliding
GO:0032720	36	negative regulation of tumor necrosis factor production
GO:0040007	36	growth
GO:0042594	36	response to starvation
GO:0051209	36	release of sequestered calcium ion into cytosol
GO:0051898	36	negative regulation of protein kinase B signaling
GO:0055088	36	lipid homeostasis
GO:2001237	36	negative regulation of extrinsic apoptotic signaling pathway
GO:0000731	35	DNA synthesis involved in DNA repair
GO:0001656	35	metanephros development
GO:0006284	35	base-excision repair
GO:0006487	35	protein N-linked glycosylation
GO:0006605	35	protein targeting
GO:0006635	35	fatty acid beta-oxidation
GO:0006695	35	cholesterol biosynthetic process
GO:0007040	35	lysosome organization
GO:0007223	35	Wnt signaling pathway, calcium modulating pathway
GO:0007346	35	regulation of mitotic cell cycle
GO:0007498	35	mesoderm development
